"hoscode","hosname","hostype","address","road","mu","subdistcode","distcode","provcode","postcode","hoscodenew","bed","level_service","bedhos","hdc_regist","dep","hmain_sent","register_date","mcode","amcode","tmcode","lat","lon"
"03868","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านนาคำ ตำบลนาคำ",18,"-","","02","06","04",35,"-","000386800",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,3504,350406,15.63288685706079500000,104.40408805849370000000
"03869","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านดงแคนใหญ่ ตำบลดงแคนใหญ่",18,"-","","09","07","04",35,"-","000386900",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,3504,350407,15.57468494600000000000,104.40251810000000000000
"03870","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านบกน้อย ตำบลดงแดนใหญ่",18,"-","","07","07","04",35,"-","000387000",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,3504,350407,15.55648044300000000000,104.42392677000000000000
"03871","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านกู่จาน ตำบลกู่จาน",18,"-","","03","08","04",35,"-","000387100",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,3504,350408,15.67804177700000000000,104.37945010000000000000
"03872","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านนาเวียง ตำบลกู่จาน",18,"-","","06","08","04",35,"-","000387200",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,3504,350408,15.66946831200000000000,104.41773270000000000000
"03874","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านนาหลู่ ตำบลนาแก",18,"-","","03","09","04",35,"-","000387400",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,3504,350409,15.54809696200000000000,104.46955170000000000000
"03875","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านกุดกุง ",18,"-","","06",10,"04",35,"-","000387500",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,3504,350410,15.60101671500000000000,104.26178030000000000000
"03876","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านเหล่าไฮ ตำบลเหล่าไฮ",18,"-","","02",11,"04",35,"-","000387600",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,3504,350411,15.70207532934707500000,104.34776264457105000000
"03877","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านแคนน้อย ตำบลดงแคนน้อย",18,"-","","01",12,"04",35,"-","000387700",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,3504,350412,15.59269981312818700000,104.35149711244571000000
"03878","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านกระจาย ตำบลกระจาย",18,"-","","01","02","05",35,"-","000387800",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,3505,350502,15.77702965147798300000,104.30879269098511000000
"03879","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านนิคม ตำบลกระจาย",18,"-","","02","02","05",35,"-","000387900",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,3505,350502,15.80291824585415000000,104.31836519911747000000
"03880","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหนองแข้ ตำบลโคกนาโก",18,"-","","05","03","05",35,"-","000388000",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,3505,350503,15.90133147089324700000,104.39174457922513000000
"03881","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหนองชุม ตำบลโคกนาโก",18,"-","","06","03","05",35,"-","000388100",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,3505,350503,15.95265841927685100000,104.48532062626464000000
"03882","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านโคกนาโก ตำบลโคกนาโก",18,"-","",12,"03","05",35,"-","000388200",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,3505,350503,15.90583927300000000000,104.44059858000000000000
"03883","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านเซซ่ง ตำบลเชียงเพ็ง",18,"-","","04","04","05",35,"-","000388300",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,3505,350504,15.79298843800000000000,104.42923864000000000000
"03884","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านศรีฐาน ตำบลศรีฐาน",18,"-","","03","05","05",35,"-","000388400",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,3505,350505,15.77695994584747000000,104.33301393269869000000
"03885","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านเหมือด ตำบลฟ้าหยาด",18,"-","","07","01","06",35,"-","000388500",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,3506,350601,15.48088344300000000000,104.26486479000000000000
"03886","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหัวเมือง ตำบลหัวเมือง",18,"-","","08","02","06",35,"-","000388600",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,3506,350602,15.53922345893136400000,104.19060711731231000000
"03887","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านกุดพันเขียว ตำบลหัวเมือง",18,"-","",11,"02","06",35,"-","000388700",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,3506,350602,15.53671485800000000000,104.20470985000000000000
"03888","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านคุ้ม ตำบลคูเมือง",18,"-","","09","03","06",35,"-","000388800",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,3506,350603,15.49860113492198500000,105.49860113492198500000
"03889","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านสำโรง ตำบลคูเมือง",18,"-","","04","03","06",35,"-","000388900",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,3506,350603,15.50850367208770400000,104.16114514452636000000
"03890","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหัวดอน ตำบลผือฮี",18,"-","","04","04","06",35,"-","000389000",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,3506,350604,15.44548594377267400000,104.26586683192079000000
"03891","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านดอนผึ้ง ตำบลบากเรือ",18,"-","","04","05","06",35,35000,"000389100",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,3506,350605,15.57108446400000000000,104.28632198000000000000
"03892","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านเหล่าใหญ่ ตำบลม่วง",18,"-","","03","06","06",35,"-","000389200",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,3506,350606,15.50453707200000000000,104.31116450000000000000
"03893","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านโพธิ์ศรี ตำบลม่วง",18,"-","","08","06","06",35,"-","000389300",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,3506,350606,15.48186354653824000000,104.32677167149473000000
"03894","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านราชมุนี ตำบลโนนทราย",18,"-","","07","07","06",35,"-","000389400",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,3506,350607,15.53678756697163600000,104.31410981391207000000
"03895","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านดงจงอาง ตำบลบึงแก",18,"-","","05","08","06",35,"-","000389500",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,3506,350608,15.48088091100000000000,104.38237212000000000000
"03896","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านชัยชนะ ตำบลบึงแก",18,"-","","07","08","06",35,"-","000389600",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,3506,350608,15.52271679200000000000,104.34373877000000000000
"03897","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหัวดง ตำบลพระเสาร์",18,"-","","06","09","06",35,"-","000389700",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,3506,350609,15.55131716700000000000,104.16628065000000000000
"03898","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านพระเสาร์ ตำบลพระเสาร์",18,"-","","08","09","06",35,"-","000389800",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,3506,350609,15.57017914900000000000,104.15799782000000000000
"03899","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านสงยาง ตำบลสงยาง",18,"-","","08",10,"06",35,"-","000389900",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,3506,350610,15.45645723057371700000,104.23480423731439000000
"03900","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านเหล่าน้อย ตำบลค้อวัง",18,"-","","04","04","07",35,"-","000390000",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,3507,350704,15.35946122000000000000,104.31807146000000000000
"03901","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านโพนเมือง ตำบลฟ้าห่วน",18,"-","","03","01","07",35,"-","000390100",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,3507,350701,15.35347500700000000000,104.40604018000000000000
"03902","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านติ้ว ตำบลกุดน้ำใส",18,"-","","04","02","07",35,"-","000390200",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,3507,350702,15.39280814100000000000,104.37555060000000000000
"03903","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านตูม ตำบลกุดน้ำใส",18,"-","",10,"02","07",35,"-","000390300",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,3507,350702,15.41568017000000000000,104.34407588000000000000
"03904","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านศิริพัฒนา ตำบลน้ำอ้อม",18,"-","","04","03","07",35,"-","000390400",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,3507,350703,15.41683615500000000000,104.27948882000000000000
"03905","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านน้ำอ้อม ตำบลน้ำอ้อม",18,"-","","09","03","07",35,"-","000390500",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,3507,350703,15.39428967400000000000,104.29643268000000000000
"03906","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านช่องเม็ก ตำบลบุ่งค้า",18,"-","","04","02","08",35,"-","000390600",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,3508,350802,16.19586109800531000000,104.72165691959287000000
"03907","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านนากอก ตำบลบุ่งค้า",18,"-","",12,"02","08",35,"-","000390700",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,3508,350802,16.15667830868235200000,104.64639544121337000000
"03908","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหนองแคนน้อย ตำบลบุ่งค้า",18,"-","","07","02","08",35,"-","000390800",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,3508,350802,16.14154417661657000000,104.72021285331300000000
"03909","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านน้อมเกล้า ตำบลบุ่งค้า",18,"-","",11,"02","08",35,"-","000390900",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,3508,350802,16.13228874386757300000,104.80878740339290000000
"03910","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านห้องแซง ตำบลห้องแซง",18,"-","","01","05","08",35,"-","000391000",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,3508,350805,16.27036066072309000000,104.40999774122281000000
